Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Fitur_Terakhir
train,ikan20,07,-,0.0,0.0,-0.158764,-0.030304,3.053632,-0.068713,0.0,-0.153649,-0.083371,0.0,-0.185417,-0.017073,-0.133016,-0.262248,0.0,0.0,-0.071458,-0.143089,-0.009315,0.0,-0.034181,-0.12046,-0.149349,-0.152985,-0.013512,-0.153488,0.0,-0.140969,-0.006364,0.377677,-0.115938,-0.015227,-0.010646,-0.079608,-0.041333,-0.004442,0.0,-0.208612,-0.100794,0.261105,-0.286641,0.0,0.0,-0.056821,-0.011812,-0.30278,-0.113774,-0.145363,-0.007195,-0.08222,0.0
train,ikan20,07,-,0.0,0.0,-0.158488,-0.030697,3.07308,-0.072051,0.0,-0.154966,-0.079178,0.0,-0.186871,-0.018901,-0.135795,-0.26327,0.0,0.0,-0.071762,-0.144171,-0.010115,0.0,-0.036458,-0.130173,-0.14865,-0.14619,-0.012989,-0.151413,0.0,-0.145633,-0.008104,0.36976,-0.115612,-0.014037,-0.010404,-0.077668,-0.042614,-0.006882,0.0,-0.203437,-0.106624,0.252781,-0.285681,0.0,0.0,-0.060445,-0.01091,-0.303191,-0.10724,-0.146793,-0.007749,-0.077955,0.0
train,ikan20,07,-,0.0,0.0,-0.1595,-0.03161,3.08096,-0.070874,0.0,-0.15564,-0.080591,0.0,-0.190583,-0.019432,-0.136003,-0.261051,0.0,0.0,-0.071727,-0.144794,-0.010384,0.0,-0.036341,-0.129875,-0.147203,-0.144625,-0.012284,-0.151072,0.0,-0.144376,-0.007775,0.370712,-0.117549,-0.013359,-0.009421,-0.077444,-0.042598,-0.00697,0.0,-0.206468,-0.108048,0.265633,-0.286535,0.0,0.0,-0.062241,-0.011059,-0.302604,-0.10681,-0.148168,-0.007129,-0.072229,0.0
train,ikan20,07,-,0.0,0.0,-0.157632,-0.030901,3.07327,-0.072222,0.0,-0.15521,-0.079501,0.0,-0.186724,-0.019117,-0.135981,-0.263533,0.0,0.0,-0.071731,-0.144184,-0.010324,0.0,-0.036801,-0.130837,-0.148218,-0.145372,-0.013217,-0.151341,0.0,-0.146833,-0.008409,0.368356,-0.116186,-0.014369,-0.010764,-0.077455,-0.042992,-0.007197,0.0,-0.20332,-0.106539,0.25166,-0.285819,0.0,0.0,-0.061059,-0.011075,-0.30291,-0.106124,-0.147266,-0.007943,-0.077011,0.0
train,ikan20,07,-,0.0,0.0,-0.159985,-0.037818,3.0907,-0.078285,0.0,-0.161791,-0.094675,0.0,-0.181964,-0.023716,-0.135993,-0.264826,0.0,0.0,-0.073271,-0.14098,-0.013954,-0.001979,-0.037975,-0.131846,-0.153265,-0.162737,-0.021365,-0.152952,0.0,-0.146297,-0.009459,0.353686,-0.118494,-0.026971,-0.010814,-0.079809,-0.043598,-0.004533,0.0,-0.207698,-0.101216,0.297791,-0.288522,0.0,0.0,-0.067432,-0.014302,-0.302882,-0.106787,-0.144524,-0.009206,-0.067289,0.0
train,ikan20,07,-,0.0,0.0,-0.159151,-0.037374,3.059276,-0.073261,0.0,-0.155863,-0.085273,0.0,-0.184827,-0.022042,-0.139763,-0.259079,0.0,0.0,-0.070142,-0.145488,-0.013526,0.0,-0.037211,-0.130992,-0.148249,-0.160577,-0.017009,-0.152074,0.0,-0.152518,-0.009022,0.350627,-0.118966,-0.021932,-0.008698,-0.081726,-0.041303,-0.003286,0.0,-0.208797,-0.098285,0.286042,-0.285206,0.0,0.0,-0.070623,-0.015987,-0.30046,-0.106523,-0.143809,-0.009962,-0.061278,0.0
train,ikan20,09,-,0.0,0.0,-0.158764,-0.030304,3.053632,-0.068713,0.0,-0.153649,-0.083371,0.0,-0.185417,-0.017073,-0.133016,-0.262248,0.0,0.0,-0.071458,-0.143089,-0.009315,0.0,-0.034181,-0.12046,-0.149349,-0.152985,-0.013512,-0.153488,0.0,-0.140969,-0.006364,0.377677,-0.115938,-0.015227,-0.010646,-0.079608,-0.041333,-0.004442,0.0,-0.208612,-0.100794,0.261105,-0.286641,0.0,0.0,-0.056821,-0.011812,-0.30278,-0.113774,-0.145363,-0.007195,-0.08222,0.0
train,ikan20,09,-,0.0,0.0,-0.158488,-0.030697,3.07308,-0.072051,0.0,-0.154966,-0.079178,0.0,-0.186871,-0.018901,-0.135795,-0.26327,0.0,0.0,-0.071762,-0.144171,-0.010115,0.0,-0.036458,-0.130173,-0.14865,-0.14619,-0.012989,-0.151413,0.0,-0.145633,-0.008104,0.36976,-0.115612,-0.014037,-0.010404,-0.077668,-0.042614,-0.006882,0.0,-0.203437,-0.106624,0.252781,-0.285681,0.0,0.0,-0.060445,-0.01091,-0.303191,-0.10724,-0.146793,-0.007749,-0.077955,0.0
train,ikan20,09,-,0.0,0.0,-0.1595,-0.03161,3.08096,-0.070874,0.0,-0.15564,-0.080591,0.0,-0.190583,-0.019432,-0.136003,-0.261051,0.0,0.0,-0.071727,-0.144794,-0.010384,0.0,-0.036341,-0.129875,-0.147203,-0.144625,-0.012284,-0.151072,0.0,-0.144376,-0.007775,0.370712,-0.117549,-0.013359,-0.009421,-0.077444,-0.042598,-0.00697,0.0,-0.206468,-0.108048,0.265633,-0.286535,0.0,0.0,-0.062241,-0.011059,-0.302604,-0.10681,-0.148168,-0.007129,-0.072229,0.0
train,ikan20,09,-,0.0,0.0,-0.157632,-0.030901,3.07327,-0.072222,0.0,-0.15521,-0.079501,0.0,-0.186724,-0.019117,-0.135981,-0.263533,0.0,0.0,-0.071731,-0.144184,-0.010324,0.0,-0.036801,-0.130837,-0.148218,-0.145372,-0.013217,-0.151341,0.0,-0.146833,-0.008409,0.368356,-0.116186,-0.014369,-0.010764,-0.077455,-0.042992,-0.007197,0.0,-0.20332,-0.106539,0.25166,-0.285819,0.0,0.0,-0.061059,-0.011075,-0.30291,-0.106124,-0.147266,-0.007943,-0.077011,0.0
train,ikan20,09,-,0.0,0.0,-0.159985,-0.037818,3.0907,-0.078285,0.0,-0.161791,-0.094675,0.0,-0.181964,-0.023716,-0.135993,-0.264826,0.0,0.0,-0.073271,-0.14098,-0.013954,-0.001979,-0.037975,-0.131846,-0.153265,-0.162737,-0.021365,-0.152952,0.0,-0.146297,-0.009459,0.353686,-0.118494,-0.026971,-0.010814,-0.079809,-0.043598,-0.004533,0.0,-0.207698,-0.101216,0.297791,-0.288522,0.0,0.0,-0.067432,-0.014302,-0.302882,-0.106787,-0.144524,-0.009206,-0.067289,0.0
train,ikan20,09,-,0.0,0.0,-0.159151,-0.037374,3.059276,-0.073261,0.0,-0.155863,-0.085273,0.0,-0.184827,-0.022042,-0.139763,-0.259079,0.0,0.0,-0.070142,-0.145488,-0.013526,0.0,-0.037211,-0.130992,-0.148249,-0.160577,-0.017009,-0.152074,0.0,-0.152518,-0.009022,0.350627,-0.118966,-0.021932,-0.008698,-0.081726,-0.041303,-0.003286,0.0,-0.208797,-0.098285,0.286042,-0.285206,0.0,0.0,-0.070623,-0.015987,-0.30046,-0.106523,-0.143809,-0.009962,-0.061278,0.0
train,ikan20,11,-,0.0,0.0,-0.153491,-0.034002,3.012945,-0.068861,0.0,-0.152861,-0.08809,0.0,-0.18787,-0.018736,-0.13382,-0.264001,0.0,0.0,-0.070121,-0.143895,-0.008598,0.0,-0.035507,-0.119243,-0.148032,-0.155107,-0.014885,-0.153411,0.0,-0.140583,-0.007165,0.382284,-0.118789,-0.016284,-0.012091,-0.077905,-0.044291,-0.004841,0.0,-0.213472,-0.102715,0.260575,-0.285658,0.0,0.0,-0.056815,-0.013217,-0.301906,-0.11677,-0.145969,-0.009327,-0.085057,0.0
train,ikan20,11,-,0.0,0.0,-0.153561,-0.035632,3.026869,-0.071966,0.0,-0.152762,-0.08722,0.0,-0.191444,-0.019617,-0.134269,-0.263981,0.0,0.0,-0.069296,-0.144755,-0.008568,0.0,-0.036734,-0.127015,-0.148475,-0.147561,-0.014613,-0.152324,0.0,-0.143748,-0.007884,0.376405,-0.11868,-0.015423,-0.011878,-0.074968,-0.044953,-0.005596,0.0,-0.212008,-0.106774,0.256798,-0.284288,0.0,0.0,-0.058439,-0.01287,-0.302132,-0.113678,-0.146243,-0.009838,-0.078306,0.0
train,ikan20,11,-,0.0,0.0,-0.155406,-0.035201,3.030659,-0.071305,0.0,-0.154808,-0.088444,0.0,-0.19153,-0.019946,-0.132729,-0.262997,0.0,0.0,-0.069341,-0.144074,-0.008422,0.0,-0.037948,-0.128778,-0.146318,-0.150849,-0.014831,-0.152473,0.0,-0.14387,-0.00839,0.377824,-0.120364,-0.016518,-0.011036,-0.077853,-0.046595,-0.0062,0.0,-0.215155,-0.106848,0.261789,-0.285117,0.0,0.0,-0.057779,-0.012613,-0.301458,-0.113817,-0.14704,-0.009657,-0.074312,0.0
train,ikan20,11,-,0.0,0.0,-0.153219,-0.036034,3.027759,-0.072735,0.0,-0.152977,-0.087985,0.0,-0.191684,-0.01979,-0.134454,-0.26411,0.0,0.0,-0.068991,-0.144774,-0.008904,0.0,-0.036928,-0.127642,-0.148262,-0.146725,-0.014931,-0.152311,0.0,-0.144736,-0.008074,0.375221,-0.119157,-0.015713,-0.01209,-0.074611,-0.045442,-0.005832,0.0,-0.211799,-0.106583,0.256357,-0.284342,0.0,0.0,-0.058432,-0.013142,-0.301636,-0.113454,-0.146672,-0.010268,-0.076827,0.0
train,ikan20,11,-,0.0,0.0,-0.154078,-0.040782,3.038237,-0.077547,0.0,-0.15713,-0.09463,0.0,-0.186435,-0.023001,-0.131966,-0.255907,0.0,0.0,-0.070759,-0.139427,-0.013895,-0.003179,-0.038415,-0.123655,-0.14747,-0.153125,-0.022731,-0.153739,0.0,-0.14301,-0.00831,0.357598,-0.117956,-0.028848,-0.013064,-0.07783,-0.044808,-0.002716,0.0,-0.206709,-0.101088,0.295648,-0.282544,0.0,0.0,-0.067626,-0.016278,-0.293685,-0.110613,-0.142744,-0.010521,-0.056089,0.0
train,ikan20,11,-,0.0,0.0,-0.157692,-0.040332,3.040454,-0.073657,0.0,-0.154745,-0.087805,0.0,-0.185985,-0.021125,-0.134774,-0.266469,0.0,0.0,-0.068762,-0.144952,-0.011875,0.0,-0.035621,-0.127814,-0.14574,-0.164441,-0.019419,-0.151393,0.0,-0.152016,-0.009007,0.356431,-0.122291,-0.023233,-0.008833,-0.08396,-0.041219,-0.003549,0.0,-0.216358,-0.096435,0.288603,-0.288068,0.0,0.0,-0.06987,-0.016728,-0.304525,-0.109692,-0.144225,-0.010995,-0.066671,0.0
train,ikan20,13,-,0.0,0.0,-0.153491,-0.034002,3.012945,-0.068861,0.0,-0.152861,-0.08809,0.0,-0.18787,-0.018736,-0.13382,-0.264001,0.0,0.0,-0.070121,-0.143895,-0.008598,0.0,-0.035507,-0.119243,-0.148032,-0.155107,-0.014885,-0.153411,0.0,-0.140583,-0.007165,0.382284,-0.118789,-0.016284,-0.012091,-0.077905,-0.044291,-0.004841,0.0,-0.213472,-0.102715,0.260575,-0.285658,0.0,0.0,-0.056815,-0.013217,-0.301906,-0.11677,-0.145969,-0.009327,-0.085057,0.0
train,ikan20,13,-,0.0,0.0,-0.153561,-0.035632,3.026869,-0.071966,0.0,-0.152762,-0.08722,0.0,-0.191444,-0.019617,-0.134269,-0.263981,0.0,0.0,-0.069296,-0.144755,-0.008568,0.0,-0.036734,-0.127015,-0.148475,-0.147561,-0.014613,-0.152324,0.0,-0.143748,-0.007884,0.376405,-0.11868,-0.015423,-0.011878,-0.074968,-0.044953,-0.005596,0.0,-0.212008,-0.106774,0.256798,-0.284288,0.0,0.0,-0.058439,-0.01287,-0.302132,-0.113678,-0.146243,-0.009838,-0.078306,0.0
train,ikan20,13,-,0.0,0.0,-0.155406,-0.035201,3.030659,-0.071305,0.0,-0.154808,-0.088444,0.0,-0.19153,-0.019946,-0.132729,-0.262997,0.0,0.0,-0.069341,-0.144074,-0.008422,0.0,-0.037948,-0.128778,-0.146318,-0.150849,-0.014831,-0.152473,0.0,-0.14387,-0.00839,0.377824,-0.120364,-0.016518,-0.011036,-0.077853,-0.046595,-0.0062,0.0,-0.215155,-0.106848,0.261789,-0.285117,0.0,0.0,-0.057779,-0.012613,-0.301458,-0.113817,-0.14704,-0.009657,-0.074312,0.0
train,ikan20,13,-,0.0,0.0,-0.153219,-0.036034,3.027759,-0.072735,0.0,-0.152977,-0.087985,0.0,-0.191684,-0.01979,-0.134454,-0.26411,0.0,0.0,-0.068991,-0.144774,-0.008904,0.0,-0.036928,-0.127642,-0.148262,-0.146725,-0.014931,-0.152311,0.0,-0.144736,-0.008074,0.375221,-0.119157,-0.015713,-0.01209,-0.074611,-0.045442,-0.005832,0.0,-0.211799,-0.106583,0.256357,-0.284342,0.0,0.0,-0.058432,-0.013142,-0.301636,-0.113454,-0.146672,-0.010268,-0.076827,0.0
train,ikan20,13,-,0.0,0.0,-0.154078,-0.040782,3.038237,-0.077547,0.0,-0.15713,-0.09463,0.0,-0.186435,-0.023001,-0.131966,-0.255907,0.0,0.0,-0.070759,-0.139427,-0.013895,-0.003179,-0.038415,-0.123655,-0.14747,-0.153125,-0.022731,-0.153739,0.0,-0.14301,-0.00831,0.357598,-0.117956,-0.028848,-0.013064,-0.07783,-0.044808,-0.002716,0.0,-0.206709,-0.101088,0.295648,-0.282544,0.0,0.0,-0.067626,-0.016278,-0.293685,-0.110613,-0.142744,-0.010521,-0.056089,0.0
train,ikan20,13,-,0.0,0.0,-0.157692,-0.040332,3.040454,-0.073657,0.0,-0.154745,-0.087805,0.0,-0.185985,-0.021125,-0.134774,-0.266469,0.0,0.0,-0.068762,-0.144952,-0.011875,0.0,-0.035621,-0.127814,-0.14574,-0.164441,-0.019419,-0.151393,0.0,-0.152016,-0.009007,0.356431,-0.122291,-0.023233,-0.008833,-0.08396,-0.041219,-0.003549,0.0,-0.216358,-0.096435,0.288603,-0.288068,0.0,0.0,-0.06987,-0.016728,-0.304525,-0.109692,-0.144225,-0.010995,-0.066671,0.0
train,ikan20,15,-,0.0,0.0,-0.159625,-0.031839,3.05661,-0.068114,0.0,-0.155489,-0.088464,0.0,-0.18523,-0.017483,-0.131005,-0.267402,0.0,0.0,-0.069934,-0.142805,-0.010258,0.0,-0.033849,-0.116743,-0.14938,-0.159421,-0.013714,-0.154065,0.0,-0.14009,-0.006176,0.380751,-0.120343,-0.016231,-0.012115,-0.078923,-0.042201,-0.004646,0.0,-0.215001,-0.099557,0.265934,-0.286293,0.0,0.0,-0.05647,-0.012073,-0.307352,-0.115516,-0.145315,-0.008872,-0.079828,0.0
train,ikan20,15,-,0.0,0.0,-0.161091,-0.032272,3.068775,-0.070695,0.0,-0.157495,-0.087312,0.0,-0.187373,-0.018158,-0.132219,-0.263181,0.0,0.0,-0.069952,-0.144047,-0.011065,0.0,-0.034823,-0.124898,-0.150453,-0.153987,-0.012661,-0.152815,0.0,-0.142246,-0.007144,0.374756,-0.120881,-0.015752,-0.011037,-0.077754,-0.041446,-0.005621,0.0,-0.214311,-0.102739,0.261012,-0.285076,0.0,0.0,-0.05853,-0.011314,-0.305475,-0.113024,-0.14604,-0.009229,-0.070893,0.0
train,ikan20,15,-,0.0,0.0,-0.162372,-0.033072,3.08672,-0.069984,0.0,-0.158284,-0.08927,0.0,-0.193471,-0.019288,-0.134074,-0.263775,0.0,0.0,-0.069784,-0.1453,-0.009271,0.0,-0.034952,-0.122417,-0.148287,-0.151346,-0.012778,-0.152645,0.0,-0.140844,-0.006963,0.372783,-0.121271,-0.015068,-0.009523,-0.078247,-0.043163,-0.005469,0.0,-0.212916,-0.10278,0.267111,-0.288185,0.0,0.0,-0.061555,-0.011327,-0.304572,-0.111897,-0.146631,-0.006401,-0.068438,0.0
train,ikan20,15,-,0.0,0.0,-0.16035,-0.032639,3.066422,-0.071294,0.0,-0.157907,-0.088478,0.0,-0.187542,-0.018353,-0.132443,-0.263522,0.0,0.0,-0.069925,-0.144342,-0.011376,0.0,-0.035484,-0.12649,-0.150489,-0.152952,-0.013047,-0.152655,0.0,-0.143611,-0.007652,0.373664,-0.121567,-0.016106,-0.011458,-0.077377,-0.041952,-0.005847,0.0,-0.215559,-0.102852,0.260058,-0.28509,0.0,0.0,-0.058995,-0.011483,-0.305451,-0.111869,-0.146282,-0.010027,-0.06905,0.0
train,ikan20,15,-,0.0,0.0,-0.162985,-0.039749,3.106641,-0.078244,0.0,-0.163256,-0.102741,0.0,-0.182166,-0.024071,-0.134095,-0.258668,0.0,0.0,-0.070617,-0.141956,-0.01424,-0.001113,-0.03655,-0.125303,-0.157853,-0.162771,-0.020908,-0.152788,0.0,-0.14335,-0.007664,0.348574,-0.121136,-0.02493,-0.01319,-0.077928,-0.040799,-0.002236,0.0,-0.214888,-0.099954,0.314177,-0.291971,0.0,0.0,-0.067615,-0.015216,-0.305944,-0.112077,-0.143334,-0.009773,-0.064315,0.0
train,ikan20,15,-,0.0,0.0,-0.152054,-0.037999,3.015277,-0.071774,0.0,-0.154362,-0.092222,0.0,-0.180202,-0.021154,-0.137752,-0.262127,0.0,0.0,-0.069937,-0.145775,-0.014454,0.0,-0.03755,-0.123729,-0.14706,-0.157193,-0.018487,-0.153465,0.0,-0.151875,-0.008559,0.354067,-0.123383,-0.022791,-0.010119,-0.083668,-0.042681,-0.002347,0.0,-0.207242,-0.097734,0.273695,-0.285783,0.0,0.0,-0.070742,-0.015682,-0.299889,-0.107765,-0.143876,-0.012363,-0.068021,0.0
train,ikan21,07,insang,0.0,0.0,-0.160975,-0.035518,3.038926,-0.06614,0.0,-0.153591,-0.08873,0.0,-0.191323,-0.018479,-0.132155,-0.26049,0.0,0.0,-0.069399,-0.14291,-0.008662,0.0,-0.035105,-0.120595,-0.149016,-0.155707,-0.014914,-0.152725,0.0,-0.138359,-0.00633,0.383777,-0.115156,-0.015068,-0.009307,-0.081816,-0.044737,-0.003909,0.0,-0.213533,-0.102691,0.266335,-0.287887,0.0,0.0,-0.060623,-0.01165,-0.303012,-0.116918,-0.14599,-0.006949,-0.081819,0.0
train,ikan21,07,insang,0.0,0.0,-0.164739,-0.034767,3.064388,-0.067556,0.0,-0.155162,-0.088208,0.0,-0.19413,-0.01916,-0.134102,-0.260266,0.0,0.0,-0.069405,-0.143635,-0.008934,0.0,-0.036375,-0.127207,-0.14975,-0.150625,-0.013951,-0.151347,0.0,-0.141295,-0.006523,0.381279,-0.113538,-0.014474,-0.008083,-0.080209,-0.045336,-0.004337,0.0,-0.21297,-0.106412,0.262821,-0.287369,0.0,0.0,-0.062991,-0.011138,-0.30338,-0.115327,-0.146606,-0.007601,-0.078103,0.0
train,ikan21,07,insang,0.0,0.0,-0.154906,-0.034712,3.016877,-0.068692,0.0,-0.154423,-0.084342,0.0,-0.188256,-0.019357,-0.131156,-0.263601,0.0,0.0,-0.069466,-0.14403,-0.01008,0.0,-0.036103,-0.121691,-0.145195,-0.147332,-0.01365,-0.151282,0.0,-0.140068,-0.006718,0.376301,-0.1161,-0.015738,-0.010748,-0.077033,-0.044636,-0.005354,0.0,-0.208237,-0.105979,0.252966,-0.28699,0.0,0.0,-0.062131,-0.011011,-0.303895,-0.110475,-0.146509,-0.007791,-0.085667,0.0
train,ikan21,07,insang,0.0,0.0,-0.163756,-0.034891,3.063053,-0.067758,0.0,-0.155267,-0.088662,0.0,-0.19421,-0.01931,-0.134097,-0.25979,0.0,0.0,-0.069339,-0.143591,-0.009092,0.0,-0.036565,-0.12727,-0.149837,-0.14975,-0.014204,-0.151368,0.0,-0.142402,-0.006807,0.380172,-0.114279,-0.014813,-0.008407,-0.080128,-0.045646,-0.004533,0.0,-0.213171,-0.106078,0.261287,-0.287339,0.0,0.0,-0.063474,-0.0113,-0.302499,-0.114877,-0.14692,-0.007687,-0.076015,0.0
train,ikan21,07,insang,0.0,0.0,-0.156987,-0.040595,3.060067,-0.073229,0.0,-0.161955,-0.101088,0.0,-0.184985,-0.022359,-0.1339,-0.261947,0.0,0.0,-0.070715,-0.139575,-0.012368,-0.004914,-0.038341,-0.125114,-0.150202,-0.167498,-0.024127,-0.153664,0.0,-0.143751,-0.010586,0.350157,-0.118675,-0.029219,-0.012706,-0.077828,-0.044834,-0.002255,0.0,-0.210997,-0.103974,0.310658,-0.292461,0.0,0.0,-0.069373,-0.015508,-0.303589,-0.107807,-0.143386,-0.012969,-0.06839,0.0
train,ikan21,07,insang,0.0,0.0,-0.165687,-0.03903,3.056538,-0.070685,0.0,-0.157764,-0.091393,0.0,-0.191368,-0.020915,-0.138936,-0.260859,0.0,0.0,-0.070663,-0.145149,-0.012245,0.0,-0.037673,-0.126525,-0.148742,-0.160966,-0.018592,-0.152826,0.0,-0.151643,-0.008994,0.353913,-0.118684,-0.023614,-0.007018,-0.082819,-0.042826,-0.002477,0.0,-0.213065,-0.099796,0.292949,-0.293006,0.0,0.0,-0.072582,-0.016257,-0.305942,-0.111062,-0.143271,-0.010986,-0.071544,0.0
train,ikan21,09,insang,0.0,0.0,-0.160975,-0.035518,3.038926,-0.06614,0.0,-0.153591,-0.08873,0.0,-0.191323,-0.018479,-0.132155,-0.26049,0.0,0.0,-0.069399,-0.14291,-0.008662,0.0,-0.035105,-0.120595,-0.149016,-0.155707,-0.014914,-0.152725,0.0,-0.138359,-0.00633,0.383777,-0.115156,-0.015068,-0.009307,-0.081816,-0.044737,-0.003909,0.0,-0.213533,-0.102691,0.266335,-0.287887,0.0,0.0,-0.060623,-0.01165,-0.303012,-0.116918,-0.14599,-0.006949,-0.081819,0.0
train,ikan21,09,insang,0.0,0.0,-0.164739,-0.034767,3.064388,-0.067556,0.0,-0.155162,-0.088208,0.0,-0.19413,-0.01916,-0.134102,-0.260266,0.0,0.0,-0.069405,-0.143635,-0.008934,0.0,-0.036375,-0.127207,-0.14975,-0.150625,-0.013951,-0.151347,0.0,-0.141295,-0.006523,0.381279,-0.113538,-0.014474,-0.008083,-0.080209,-0.045336,-0.004337,0.0,-0.21297,-0.106412,0.262821,-0.287369,0.0,0.0,-0.062991,-0.011138,-0.30338,-0.115327,-0.146606,-0.007601,-0.078103,0.0
train,ikan21,09,insang,0.0,0.0,-0.154906,-0.034712,3.016877,-0.068692,0.0,-0.154423,-0.084342,0.0,-0.188256,-0.019357,-0.131156,-0.263601,0.0,0.0,-0.069466,-0.14403,-0.01008,0.0,-0.036103,-0.121691,-0.145195,-0.147332,-0.01365,-0.151282,0.0,-0.140068,-0.006718,0.376301,-0.1161,-0.015738,-0.010748,-0.077033,-0.044636,-0.005354,0.0,-0.208237,-0.105979,0.252966,-0.28699,0.0,0.0,-0.062131,-0.011011,-0.303895,-0.110475,-0.146509,-0.007791,-0.085667,0.0
train,ikan21,09,insang,0.0,0.0,-0.163756,-0.034891,3.063053,-0.067758,0.0,-0.155267,-0.088662,0.0,-0.19421,-0.01931,-0.134097,-0.25979,0.0,0.0,-0.069339,-0.143591,-0.009092,0.0,-0.036565,-0.12727,-0.149837,-0.14975,-0.014204,-0.151368,0.0,-0.142402,-0.006807,0.380172,-0.114279,-0.014813,-0.008407,-0.080128,-0.045646,-0.004533,0.0,-0.213171,-0.106078,0.261287,-0.287339,0.0,0.0,-0.063474,-0.0113,-0.302499,-0.114877,-0.14692,-0.007687,-0.076015,0.0
train,ikan21,09,insang,0.0,0.0,-0.156987,-0.040595,3.060067,-0.073229,0.0,-0.161955,-0.101088,0.0,-0.184985,-0.022359,-0.1339,-0.261947,0.0,0.0,-0.070715,-0.139575,-0.012368,-0.004914,-0.038341,-0.125114,-0.150202,-0.167498,-0.024127,-0.153664,0.0,-0.143751,-0.010586,0.350157,-0.118675,-0.029219,-0.012706,-0.077828,-0.044834,-0.002255,0.0,-0.210997,-0.103974,0.310658,-0.292461,0.0,0.0,-0.069373,-0.015508,-0.303589,-0.107807,-0.143386,-0.012969,-0.06839,0.0
train,ikan21,09,insang,0.0,0.0,-0.165687,-0.03903,3.056538,-0.070685,0.0,-0.157764,-0.091393,0.0,-0.191368,-0.020915,-0.138936,-0.260859,0.0,0.0,-0.070663,-0.145149,-0.012245,0.0,-0.037673,-0.126525,-0.148742,-0.160966,-0.018592,-0.152826,0.0,-0.151643,-0.008994,0.353913,-0.118684,-0.023614,-0.007018,-0.082819,-0.042826,-0.002477,0.0,-0.213065,-0.099796,0.292949,-0.293006,0.0,0.0,-0.072582,-0.016257,-0.305942,-0.111062,-0.143271,-0.010986,-0.071544,0.0
train,ikan21,11,insang,0.0,0.0,-0.157342,-0.029531,3.06508,-0.069164,0.0,-0.158977,-0.082123,0.0,-0.189139,-0.018606,-0.130478,-0.265939,0.0,0.0,-0.070716,-0.140114,-0.009194,0.0,-0.035285,-0.119328,-0.148519,-0.153498,-0.013933,-0.1543,0.0,-0.137344,-0.005996,0.375721,-0.116104,-0.014074,-0.008208,-0.082933,-0.041577,-0.00369,0.0,-0.221888,-0.104422,0.283605,-0.294843,0.0,0.0,-0.055214,-0.011737,-0.30761,-0.116867,-0.143947,-0.008924,-0.085296,0.0
train,ikan21,11,insang,0.0,0.0,-0.160301,-0.029394,3.098741,-0.07199,-0.000193,-0.161981,-0.07982,0.0,-0.192088,-0.021794,-0.133544,-0.264039,0.0,0.0,-0.071061,-0.141872,-0.00987,0.0,-0.03689,-0.127256,-0.149482,-0.146202,-0.012766,-0.152246,0.0,-0.139726,-0.006461,0.367149,-0.1153,-0.013229,-0.006914,-0.081165,-0.041498,-0.005344,0.0,-0.221285,-0.108937,0.281193,-0.294762,0.0,0.0,-0.058479,-0.010695,-0.308114,-0.113484,-0.145254,-0.010304,-0.080577,0.0
train,ikan21,11,insang,0.0,0.0,-0.155014,-0.029992,3.060526,-0.071917,0.0,-0.160088,-0.071123,0.0,-0.185957,-0.021853,-0.133442,-0.271629,0.0,0.0,-0.071048,-0.143056,-0.011249,0.0,-0.035677,-0.123086,-0.147718,-0.148689,-0.011205,-0.153154,0.0,-0.140158,-0.006244,0.363594,-0.114838,-0.012773,-0.009517,-0.075019,-0.039354,-0.006582,0.0,-0.219342,-0.107004,0.277042,-0.290096,0.0,0.0,-0.061277,-0.010588,-0.308447,-0.109704,-0.144278,-0.007437,-0.088872,0.0
train,ikan21,11,insang,0.0,0.0,-0.160413,-0.02972,3.101513,-0.07231,-0.000258,-0.162188,-0.08067,0.0,-0.192571,-0.022138,-0.133829,-0.263591,0.0,0.0,-0.071085,-0.141842,-0.010104,0.0,-0.037149,-0.127831,-0.149447,-0.145023,-0.01292,-0.152253,0.0,-0.140805,-0.006715,0.365906,-0.115712,-0.013522,-0.007066,-0.081053,-0.041907,-0.005562,0.0,-0.221562,-0.109042,0.280938,-0.295034,0.0,0.0,-0.058905,-0.010819,-0.308064,-0.113492,-0.145609,-0.010464,-0.078923,0.0
train,ikan21,11,insang,0.0,0.0,-0.153524,-0.037809,3.07424,-0.077855,0.0,-0.161797,-0.101079,0.0,-0.182262,-0.026325,-0.136704,-0.260244,0.0,0.0,-0.075183,-0.140334,-0.012874,-0.004187,-0.039357,-0.127419,-0.153858,-0.16189,-0.021996,-0.153458,0.0,-0.144504,-0.011858,0.347252,-0.118954,-0.030372,-0.008976,-0.080352,-0.04358,-0.00358,0.0,-0.215828,-0.104474,0.320815,-0.291592,0.0,0.0,-0.068789,-0.015646,-0.300737,-0.111221,-0.141825,-0.016047,-0.066388,0.0
