Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F576
train,ikan01,19,mata,0.370298,-0.051232,0.260207,0.514961,-0.143403,-0.065549,-0.002322,0.38713,-0.047575,0.488178,-0.004504,0.010711,1.30238,-0.009295,0.100705,-0.007893,-0.126414,-0.024967,-0.01661,1.99531,5.141395,0.34458,-0.018096,0.182031,1.380952,0.209143,1.08377,0.923991,0.821532,-0.041255,-0.065515,0.253298,-0.008137,0.602037,-0.015417,1.168704,0.042296,0.455234,0.32826,0.367103,-0.131085,0.170342,2.711151,0.132375,0.209207,0.293567,1.236321,-0.09648,1.115993,0.028576,-0.014652
train,ikan01,19,mata,0.14033,-0.015801,0.446967,0.285916,-0.087613,-0.085344,-0.013063,0.306102,-0.029794,0.502949,-0.087527,0.11453,2.016989,0.160327,0.211319,0.000205,0.037715,-0.068096,-0.009598,2.807861,5.175641,0.565564,-0.141213,0.281405,1.951558,0.056685,1.623291,1.067372,0.479838,-0.09163,0.157298,0.115519,0.035446,0.701763,0.014701,0.903949,0.0,0.530517,0.181161,0.48111,-0.1121,0.641031,2.811109,0.224724,0.092121,0.017245,1.330783,-0.079102,1.208502,-0.094376,0.013822
train,ikan01,19,mata,0.138589,-0.008949,0.577647,0.197405,-0.110711,-0.085291,-0.029807,0.139643,-0.026962,0.497251,-0.064183,0.147067,2.0101,0.003491,0.230387,0.089229,0.131707,-0.031982,-0.009071,2.767262,5.593008,0.691528,-0.105307,0.210155,1.67526,0.286716,1.849215,1.26039,0.493012,-0.030744,0.165819,0.036961,0.039956,1.014322,-0.044908,1.101465,0.0,0.372663,0.143991,0.524926,-0.127819,0.630531,2.624016,0.028522,0.146063,0.17307,1.154174,-0.090149,1.326197,-0.051615,-0.084025
train,ikan01,19,mata,0.201782,-0.0169,0.503648,0.193921,-0.101141,-0.079901,-0.040166,0.219114,-0.031095,0.384274,-0.102349,0.164579,2.037522,0.166094,0.245037,0.001253,-0.021946,-0.060604,-0.008745,2.80178,5.475153,0.540808,-0.158723,0.281355,1.832191,-0.000724,1.477814,1.030303,0.532767,-0.092922,0.183853,0.018514,0.034121,0.717651,0.00599,0.855804,0.0,0.504076,0.148567,0.460425,-0.105961,0.426233,2.812527,0.179469,0.1224,0.105051,1.276679,-0.091312,1.189637,-0.078913,0.033223
train,ikan01,19,mata,0.273674,-0.009341,1.02612,0.365971,0.912735,0.877049,-0.025816,0.232094,-0.059733,0.621636,0.195379,0.225996,2.422081,0.074551,-0.045737,-0.119587,-0.028018,-0.01692,-0.010053,3.053468,4.041833,1.111155,0.061481,-0.015635,2.286386,0.054981,0.657358,1.832586,0.018939,-0.201904,-0.058243,0.142561,0.094045,0.240065,-0.039841,0.877083,0.0,0.21992,0.24317,1.5274,0.011817,0.498827,1.864308,0.844527,0.408525,0.052866,1.644986,0.038056,1.731015,0.013171,0.056515
train,ikan01,19,mata,0.104202,-0.009924,1.279941,0.274407,0.867301,-0.039122,-0.012293,0.06833,-0.065613,0.369588,0.044319,0.257152,2.124985,-0.051068,-0.045043,-0.101445,0.419802,0.106588,0.027097,3.700385,3.304096,1.405408,0.165209,-0.029541,2.203471,0.165431,0.236895,1.865783,-0.0367,-0.143257,0.265873,0.222382,-0.047506,0.636484,-0.04404,1.019148,0.0,0.345908,0.507798,1.561881,-0.057118,0.00448,2.039515,0.489491,1.23588,0.258807,1.578558,0.007832,0.555916,0.040399,0.066565
train,ikan01,21,mata,0.024429,-0.044144,0.123067,-0.087467,-0.067867,-0.034446,-0.024683,0.068483,-0.010678,0.105679,0.002574,0.061143,2.470759,-0.12239,0.014466,0.168102,0.020454,-0.021932,-0.015364,1.211876,3.452493,-0.035962,0.57976,0.405084,0.742505,-0.011246,2.072792,0.456753,0.242449,0.013365,0.016444,0.454472,-0.088289,0.121929,-0.023237,2.47469,0.0,-0.017819,-0.018402,0.291412,-0.183714,0.250293,2.787744,0.150061,-0.152459,-0.080928,1.692842,-0.094562,0.532559,0.020795,0.267222
train,ikan01,21,mata,0.00377,-0.050462,0.263447,-0.112986,-0.086421,0.210532,-0.025181,0.406855,-0.018765,0.603701,0.050605,0.262592,3.449631,0.058804,-0.031408,0.327477,0.233653,-0.11675,-0.011884,1.983704,4.413402,0.171378,0.421821,0.575612,1.790137,-0.016869,2.758022,0.937271,0.223358,0.007046,0.026551,0.738248,-0.095093,0.166781,0.010746,2.454091,0.0,-0.041831,-0.13735,0.208659,-0.149704,0.476392,2.706597,0.380884,0.008217,-0.15438,2.038728,-0.079974,0.763147,-0.081989,0.173921
train,ikan01,21,mata,0.035321,-0.041677,0.38837,-0.065444,-0.084217,0.056369,-0.023167,0.300267,-0.012836,0.502017,0.100385,0.272987,3.167698,0.213737,-0.025429,0.505535,0.367095,-0.112412,-0.019626,2.234423,4.600478,0.143433,0.160447,0.550957,1.553193,-0.013431,3.380116,0.87044,0.341287,0.042336,-0.018183,0.703424,-0.133883,0.309081,0.015576,2.583807,0.0,0.042454,-0.136209,0.280158,-0.146305,0.647356,3.042064,0.326692,0.022442,-0.10372,2.025945,-0.031906,0.720723,-0.058254,0.186766
train,ikan01,21,mata,0.02303,-0.048928,0.276611,-0.136997,-0.080914,0.153943,-0.012593,0.362864,-0.017439,0.485931,0.050707,0.246407,3.414543,0.086777,-0.02395,0.301728,0.23822,-0.118788,-0.009975,2.051163,4.469469,0.237393,0.497662,0.584976,1.637032,-0.030357,2.790879,0.797276,0.283733,0.023141,0.049043,0.549964,-0.097559,0.243817,0.008156,2.391877,0.0,-0.030425,-0.164371,0.237575,-0.145574,0.370139,2.684151,0.398358,-0.009605,-0.116811,2.054289,-0.082485,0.817021,-0.077844,0.243228
train,ikan01,21,mata,-0.016139,-0.038501,0.475776,0.170597,0.864005,0.948493,-0.024899,0.0927,-0.049236,0.735324,0.277484,0.323434,3.456031,-0.034474,-0.063747,0.14532,-0.024129,-0.028668,0.068766,3.088757,3.126604,1.078941,0.350961,0.288353,2.023596,0.131962,1.216401,1.445451,-0.002674,-0.191506,-0.029408,0.855275,-0.0304,0.233161,-0.03318,2.01029,0.0,-0.014469,-0.039784,1.418265,-0.087682,0.459792,2.794522,0.654522,0.198427,0.332155,2.365921,0.010926,1.014129,-0.02604,0.232766
train,ikan01,21,mata,-0.00698,0.0,0.683454,-0.077952,0.892781,0.784731,-0.020803,0.075818,-0.031075,0.605932,0.244902,0.679295,3.374655,0.205973,-0.023757,0.053311,-0.014284,-0.039879,0.018955,2.84488,2.773228,1.153682,1.292919,-0.035579,1.639937,-0.009334,1.529122,1.510946,-0.006023,-0.17741,0.220891,1.05842,-0.031268,0.655929,-0.045358,2.249648,0.0,-0.072257,0.388998,1.558462,-0.108511,0.370457,2.2762,0.612622,0.694996,0.302691,2.073174,-0.050886,0.523483,-0.020957,0.130368
train,ikan01,23,mata,0.024429,-0.044144,0.123067,-0.087467,-0.067867,-0.034446,-0.024683,0.068483,-0.010678,0.105679,0.002574,0.061143,2.470759,-0.12239,0.014466,0.168102,0.020454,-0.021932,-0.015364,1.211876,3.452493,-0.035962,0.57976,0.405084,0.742505,-0.011246,2.072792,0.456753,0.242449,0.013365,0.016444,0.454472,-0.088289,0.121929,-0.023237,2.47469,0.0,-0.017819,-0.018402,0.291412,-0.183714,0.250293,2.787744,0.150061,-0.152459,-0.080928,1.692842,-0.094562,0.532559,0.020795,0.267222
train,ikan01,23,mata,0.00377,-0.050462,0.263447,-0.112986,-0.086421,0.210532,-0.025181,0.406855,-0.018765,0.603701,0.050605,0.262592,3.449631,0.058804,-0.031408,0.327477,0.233653,-0.11675,-0.011884,1.983704,4.413402,0.171378,0.421821,0.575612,1.790137,-0.016869,2.758022,0.937271,0.223358,0.007046,0.026551,0.738248,-0.095093,0.166781,0.010746,2.454091,0.0,-0.041831,-0.13735,0.208659,-0.149704,0.476392,2.706597,0.380884,0.008217,-0.15438,2.038728,-0.079974,0.763147,-0.081989,0.173921
train,ikan01,23,mata,0.035321,-0.041677,0.38837,-0.065444,-0.084217,0.056369,-0.023167,0.300267,-0.012836,0.502017,0.100385,0.272987,3.167698,0.213737,-0.025429,0.505535,0.367095,-0.112412,-0.019626,2.234423,4.600478,0.143433,0.160447,0.550957,1.553193,-0.013431,3.380116,0.87044,0.341287,0.042336,-0.018183,0.703424,-0.133883,0.309081,0.015576,2.583807,0.0,0.042454,-0.136209,0.280158,-0.146305,0.647356,3.042064,0.326692,0.022442,-0.10372,2.025945,-0.031906,0.720723,-0.058254,0.186766
train,ikan01,23,mata,0.02303,-0.048928,0.276611,-0.136997,-0.080914,0.153943,-0.012593,0.362864,-0.017439,0.485931,0.050707,0.246407,3.414543,0.086777,-0.02395,0.301728,0.23822,-0.118788,-0.009975,2.051163,4.469469,0.237393,0.497662,0.584976,1.637032,-0.030357,2.790879,0.797276,0.283733,0.023141,0.049043,0.549964,-0.097559,0.243817,0.008156,2.391877,0.0,-0.030425,-0.164371,0.237575,-0.145574,0.370139,2.684151,0.398358,-0.009605,-0.116811,2.054289,-0.082485,0.817021,-0.077844,0.243228
train,ikan01,23,mata,-0.016139,-0.038501,0.475776,0.170597,0.864005,0.948493,-0.024899,0.0927,-0.049236,0.735324,0.277484,0.323434,3.456031,-0.034474,-0.063747,0.14532,-0.024129,-0.028668,0.068766,3.088757,3.126604,1.078941,0.350961,0.288353,2.023596,0.131962,1.216401,1.445451,-0.002674,-0.191506,-0.029408,0.855275,-0.0304,0.233161,-0.03318,2.01029,0.0,-0.014469,-0.039784,1.418265,-0.087682,0.459792,2.794522,0.654522,0.198427,0.332155,2.365921,0.010926,1.014129,-0.02604,0.232766
train,ikan01,23,mata,-0.00698,0.0,0.683454,-0.077952,0.892781,0.784731,-0.020803,0.075818,-0.031075,0.605932,0.244902,0.679295,3.374655,0.205973,-0.023757,0.053311,-0.014284,-0.039879,0.018955,2.84488,2.773228,1.153682,1.292919,-0.035579,1.639937,-0.009334,1.529122,1.510946,-0.006023,-0.17741,0.220891,1.05842,-0.031268,0.655929,-0.045358,2.249648,0.0,-0.072257,0.388998,1.558462,-0.108511,0.370457,2.2762,0.612622,0.694996,0.302691,2.073174,-0.050886,0.523483,-0.020957,0.130368
train,ikan01,01,-,1.219765,-0.039122,0.713402,0.080663,-0.091104,0.016551,-0.016618,0.168909,0.056255,-0.019893,-0.029641,0.319353,1.474212,0.231597,0.100448,0.255696,0.73116,0.24863,0.037352,2.067033,1.626584,0.226996,0.121107,0.342556,0.239368,-0.004554,4.121097,0.229948,0.216645,0.026515,0.96647,0.700529,0.059308,0.044877,0.045457,1.940758,0.0,0.132925,0.158608,0.381955,-0.023326,1.761249,1.789934,0.233453,0.18821,-0.137776,0.619845,-0.030352,0.139184,-0.095879,-0.011991
train,ikan01,01,-,1.011043,-0.017027,0.834354,-0.039733,-0.023276,-0.02491,-0.011835,0.374451,0.069355,-0.010133,0.064301,0.420024,2.120204,0.988223,0.159193,0.809684,0.748186,0.262984,0.104778,2.46585,2.187494,0.327648,0.073807,0.886417,0.55403,0.077253,4.359768,0.893871,0.159655,0.050971,0.829927,0.724603,0.002392,0.007698,0.254581,1.201686,-0.001435,0.001257,-0.071467,0.159787,0.010053,2.138902,2.374026,0.123839,0.124312,-0.163461,0.967094,-0.010812,0.049025,-0.029269,0.005619
train,ikan01,01,-,0.67057,-0.008319,0.906601,-0.036807,-0.02716,-0.062805,-0.005789,0.394757,0.083183,-0.010327,0.064701,0.575076,2.896932,0.965985,0.031362,0.572818,0.996436,0.3039,0.078404,2.811904,2.301153,0.295842,0.004081,0.727518,0.591473,0.083958,4.525264,0.639365,0.191018,0.028037,0.936812,0.738962,-0.02078,0.045721,0.198317,1.16707,0.0,0.033773,-0.026406,0.118808,-0.05212,1.888347,2.557007,0.349171,0.111835,-0.145208,1.018915,-0.029335,-0.025842,-0.025254,-0.019235
train,ikan01,01,-,0.799405,-0.016522,0.969554,-0.035656,-0.00413,-0.025298,-0.011589,0.369039,0.108208,-0.010851,0.064544,0.439456,2.095357,0.878375,0.128595,0.740968,0.890698,0.264234,0.09674,2.14693,2.196145,0.366479,0.061267,0.872364,0.564868,0.072282,4.343094,0.659009,0.190913,0.04075,0.978769,0.610219,0.01571,0.082366,0.234798,1.15446,0.0,-0.008067,-0.096128,0.147952,-0.027534,1.962949,2.499594,0.169629,0.204564,-0.162888,0.976928,-0.043265,0.098849,-0.013936,0.048706
train,ikan01,01,-,0.853308,-0.024425,0.547945,0.195183,0.789039,0.207844,-0.013672,0.190444,-0.016567,-0.019499,0.139421,0.287669,1.830181,0.36602,-0.06988,0.190345,0.579346,-0.015164,0.043488,2.417069,2.451967,1.020576,-0.009185,0.189816,1.112824,-0.00576,3.490676,1.502322,0.191575,-0.082528,1.052601,0.970309,-0.047425,-0.013888,0.144282,2.424115,0.0,0.013439,0.008326,1.239768,-0.112165,1.56987,1.806027,0.066301,0.129611,-0.073725,1.034622,-0.01289,0.184118,-0.049709,0.116157
train,ikan01,01,-,1.096642,-0.017923,1.197604,0.190528,0.685021,0.057791,0.0,0.020647,-0.016583,-0.003149,-0.015048,0.581584,1.66796,0.595069,-0.075554,0.28245,1.01994,0.092122,0.010172,2.665454,2.294672,1.221447,-0.118295,0.00457,0.957675,-0.028392,4.627275,1.232448,0.241267,-0.028814,0.666651,1.218855,-0.039133,0.058001,0.001542,1.790516,0.0,-0.15533,0.065612,1.058085,-0.123448,2.196648,1.059574,0.107446,0.16882,-0.099145,0.813231,-0.02915,0.11513,-0.045213,0.000309
train,ikan01,17,-,1.114279,0.0,0.541288,0.170785,-0.090232,0.176435,-0.016839,0.232245,-0.038244,0.0,0.069771,0.096514,1.826845,0.090559,0.096177,0.137122,0.382674,0.075044,0.176303,1.74693,1.687287,-0.127529,1.146597,0.422347,1.057529,-0.043225,3.615665,0.501043,-0.01917,0.188348,0.640649,0.532811,0.036593,0.001463,0.516569,2.775239,0.032227,-0.07961,0.202073,0.229972,-0.165398,1.318316,1.41031,-0.002235,0.131547,-0.098463,0.415311,-0.107334,0.527387,-0.104384,0.050358
train,ikan01,17,-,1.289064,0.0,0.786645,0.017663,-0.126823,0.195874,-0.007361,0.740291,-0.024138,0.0,0.352657,-0.049677,2.148304,0.26446,-0.017838,0.425357,0.551791,0.070067,0.007699,3.480456,2.687571,-0.02926,0.289456,0.709482,1.656313,-0.021995,5.671828,1.601215,0.05044,0.156929,0.267777,1.278548,0.098752,0.037273,0.107321,2.67626,-0.00216,-0.048722,-0.000472,0.039562,-0.142492,1.625493,1.373344,0.071281,0.025285,-0.112456,1.03448,-0.120537,0.322145,-0.080971,0.063021
train,ikan01,17,-,1.23104,0.0,0.758407,-0.00026,-0.119712,0.005975,-0.007886,0.803937,-0.03148,0.0,0.247532,-0.036792,2.313941,0.243416,-0.018488,0.358777,0.568357,0.048392,-0.028864,3.459805,2.57749,0.052102,0.355525,0.570494,1.508117,-0.028437,5.070644,1.593554,0.10697,0.145011,0.302351,1.126794,0.063876,0.173884,-0.055573,2.887282,0.0,0.031607,0.054071,0.018176,-0.138401,1.480082,1.448006,0.054633,0.068611,-0.133682,0.999515,-0.090684,0.292734,-0.081957,0.008889
train,ikan01,17,-,1.210023,0.0,0.773551,0.013904,-0.132066,0.221007,-0.007744,0.714166,-0.019218,0.0,0.310558,-0.02433,2.07325,0.29509,-0.022236,0.392722,0.609628,0.022111,0.045393,3.211579,2.609861,-0.056138,0.297634,0.693899,1.495373,-0.022029,5.608055,1.454884,0.02667,0.168347,0.293325,1.089723,0.059119,0.039039,0.089837,2.532051,0.003722,-0.037943,0.000793,0.038578,-0.140071,1.483181,1.482403,0.069257,0.019612,-0.118821,0.994073,-0.098377,0.395156,-0.08328,0.08638
train,ikan01,17,-,0.752883,-0.004193,0.298131,0.317075,0.967995,-0.107228,-0.005541,0.387452,-0.097976,0.0,0.330807,0.921717,1.554456,0.408912,-0.082524,0.113396,0.642553,-0.032794,-0.0157,3.654341,0.994651,0.70737,0.402016,0.135817,0.938736,0.004731,3.44022,2.379277,-0.019737,-0.058487,0.180241,1.041423,0.23289,0.225956,-0.041311,2.009807,0.006632,0.105519,-0.015198,1.482002,-0.143143,0.658214,1.796572,0.110086,0.370636,-0.009955,0.587029,-0.094442,0.241322,0.001092,-0.01326
train,ikan01,17,-,2.299894,0.0,0.804119,0.123137,0.588129,0.385884,-0.009904,0.779668,-0.062037,-0.009863,0.151891,0.169799,1.200407,0.772469,-0.062467,0.214392,1.24081,0.233384,-0.020665,3.217433,2.196153,0.797024,-0.057438,0.085252,1.536552,-0.015571,5.907428,2.391906,0.048165,0.01131,0.401002,1.590804,0.147183,0.185783,0.239107,1.994197,-0.004511,-0.076252,0.090335,1.036216,-0.111227,2.293608,0.457323,0.011709,0.186441,-0.082719,0.503366,0.052517,0.077822,-0.101112,-0.017212
train,ikan01,19,-,1.114279,0.0,0.541288,0.170785,-0.090232,0.176435,-0.016839,0.232245,-0.038244,0.0,0.069771,0.096514,1.826845,0.090559,0.096177,0.137122,0.382674,0.075044,0.176303,1.74693,1.687287,-0.127529,1.146597,0.422347,1.057529,-0.043225,3.615665,0.501043,-0.01917,0.188348,0.640649,0.532811,0.036593,0.001463,0.516569,2.775239,0.032227,-0.07961,0.202073,0.229972,-0.165398,1.318316,1.41031,-0.002235,0.131547,-0.098463,0.415311,-0.107334,0.527387,-0.104384,0.050358
train,ikan01,19,-,1.289064,0.0,0.786645,0.017663,-0.126823,0.195874,-0.007361,0.740291,-0.024138,0.0,0.352657,-0.049677,2.148304,0.26446,-0.017838,0.425357,0.551791,0.070067,0.007699,3.480456,2.687571,-0.02926,0.289456,0.709482,1.656313,-0.021995,5.671828,1.601215,0.05044,0.156929,0.267777,1.278548,0.098752,0.037273,0.107321,2.67626,-0.00216,-0.048722,-0.000472,0.039562,-0.142492,1.625493,1.373344,0.071281,0.025285,-0.112456,1.03448,-0.120537,0.322145,-0.080971,0.063021
train,ikan01,19,-,1.23104,0.0,0.758407,-0.00026,-0.119712,0.005975,-0.007886,0.803937,-0.03148,0.0,0.247532,-0.036792,2.313941,0.243416,-0.018488,0.358777,0.568357,0.048392,-0.028864,3.459805,2.57749,0.052102,0.355525,0.570494,1.508117,-0.028437,5.070644,1.593554,0.10697,0.145011,0.302351,1.126794,0.063876,0.173884,-0.055573,2.887282,0.0,0.031607,0.054071,0.018176,-0.138401,1.480082,1.448006,0.054633,0.068611,-0.133682,0.999515,-0.090684,0.292734,-0.081957,0.008889
train,ikan01,19,-,1.210023,0.0,0.773551,0.013904,-0.132066,0.221007,-0.007744,0.714166,-0.019218,0.0,0.310558,-0.02433,2.07325,0.29509,-0.022236,0.392722,0.609628,0.022111,0.045393,3.211579,2.609861,-0.056138,0.297634,0.693899,1.495373,-0.022029,5.608055,1.454884,0.02667,0.168347,0.293325,1.089723,0.059119,0.039039,0.089837,2.532051,0.003722,-0.037943,0.000793,0.038578,-0.140071,1.483181,1.482403,0.069257,0.019612,-0.118821,0.994073,-0.098377,0.395156,-0.08328,0.08638
train,ikan01,19,-,0.752883,-0.004193,0.298131,0.317075,0.967995,-0.107228,-0.005541,0.387452,-0.097976,0.0,0.330807,0.921717,1.554456,0.408912,-0.082524,0.113396,0.642553,-0.032794,-0.0157,3.654341,0.994651,0.70737,0.402016,0.135817,0.938736,0.004731,3.44022,2.379277,-0.019737,-0.058487,0.180241,1.041423,0.23289,0.225956,-0.041311,2.009807,0.006632,0.105519,-0.015198,1.482002,-0.143143,0.658214,1.796572,0.110086,0.370636,-0.009955,0.587029,-0.094442,0.241322,0.001092,-0.01326
train,ikan01,19,-,2.299894,0.0,0.804119,0.123137,0.588129,0.385884,-0.009904,0.779668,-0.062037,-0.009863,0.151891,0.169799,1.200407,0.772469,-0.062467,0.214392,1.24081,0.233384,-0.020665,3.217433,2.196153,0.797024,-0.057438,0.085252,1.536552,-0.015571,5.907428,2.391906,0.048165,0.01131,0.401002,1.590804,0.147183,0.185783,0.239107,1.994197,-0.004511,-0.076252,0.090335,1.036216,-0.111227,2.293608,0.457323,0.011709,0.186441,-0.082719,0.503366,0.052517,0.077822,-0.101112,-0.017212
train,ikan01,21,-,1.884866,-0.007648,0.891443,0.057147,-0.084651,0.929202,-0.009387,-0.022386,-0.010508,-0.015714,-0.022218,0.036941,1.410911,0.140639,-0.007519,0.194179,0.712999,0.003377,0.014736,2.317703,2.549485,-0.052311,0.116684,0.159672,0.646492,0.013767,4.951303,0.429788,0.14615,-0.223675,0.380858,1.594198,-0.035819,0.048373,0.137433,1.94119,0.0,-0.065593,0.488845,0.268124,-0.121164,2.17567,1.058365,0.202552,-0.051669,-0.087301,0.634963,0.037726,0.131675,-0.132931,-0.037806
train,ikan01,21,-,0.903816,0.0,0.676673,0.032741,-0.094593,0.150103,-0.005361,0.164686,-0.013932,-0.006838,0.078403,0.125649,2.241887,0.570912,0.042062,0.550236,0.623762,-0.014864,-0.002854,2.74741,2.793332,0.125779,-0.006862,0.3434,0.944488,0.021593,4.663978,0.641767,0.234042,-0.13186,0.214597,0.986317,-0.025175,0.059712,0.290373,1.6207,0.0,-0.102706,0.304578,0.115186,-0.11965,1.775135,1.557928,0.504659,0.095608,-0.088916,1.011824,-0.082068,0.264671,-0.066645,0.076731
train,ikan01,21,-,1.043015,-0.000929,0.787969,0.007969,-0.108837,0.151838,-0.006231,0.091503,0.018814,-0.028276,0.017473,0.120166,2.05715,0.57168,-0.030338,0.425595,0.726788,-0.047697,0.0,2.331506,2.917873,0.190829,-0.143366,0.225013,0.876941,-0.00458,4.47549,0.663045,0.170883,-0.157315,0.232197,0.803547,-0.032447,0.033071,0.211274,1.483359,0.0,-0.023321,0.11346,0.134053,-0.136101,1.56241,1.219844,0.541823,0.101636,-0.107221,0.913733,-0.073865,0.26387,-0.119007,0.043165
train,ikan01,21,-,0.956678,0.0,0.647547,0.001521,-0.089576,0.091474,-0.005903,0.165793,-0.009755,-0.021475,0.08017,0.137746,2.122392,0.579446,0.049687,0.510347,0.613944,-0.032712,-3e-05,2.448282,2.877522,0.163138,-0.044223,0.329118,0.945761,0.043707,4.51583,0.565905,0.210518,-0.154432,0.224295,0.794647,-0.01208,0.087332,0.268427,1.611842,0.0,-0.090274,0.271593,0.127491,-0.140077,1.68922,1.399772,0.497421,0.052572,-0.103333,0.924375,-0.081311,0.237609,-0.06077,0.057061
train,ikan01,21,-,1.281743,-0.009962,0.636986,0.118828,0.738854,0.432048,-0.009044,0.106757,-0.040865,-0.013216,0.054308,0.089137,1.754061,0.492736,-0.069409,0.228357,0.752543,-0.049629,0.029654,3.214315,2.391309,0.961753,0.059943,-0.09824,1.022641,-0.02627,3.999331,1.490846,0.255023,-0.244325,0.372491,1.06199,0.032025,0.296259,0.020218,2.374904,0.0,-0.045986,0.018693,1.134157,-0.079428,1.727542,0.929517,0.303087,0.15482,-0.090843,1.070754,-0.035814,0.349921,-0.104599,-0.01217
train,ikan01,21,-,1.503927,-0.000666,1.006539,0.098067,0.497154,0.307898,-0.008125,0.182599,-0.017993,-0.031527,0.089883,0.254264,1.619432,0.550048,-0.043955,0.260092,0.999248,-0.063211,0.010497,2.596288,2.923227,0.846403,-0.068379,0.086646,1.472851,-0.042822,5.115478,1.56257,0.169597,-0.187742,0.51149,1.524976,0.045512,0.138993,0.159105,1.433992,0.0,-0.107749,0.002591,0.940903,-0.161503,2.042724,0.826967,0.146485,0.196931,-0.052862,1.146621,0.088847,0.086411,-0.095056,-0.047029
train,ikan01,23,-,1.884866,-0.007648,0.891443,0.057147,-0.084651,0.929202,-0.009387,-0.022386,-0.010508,-0.015714,-0.022218,0.036941,1.410911,0.140639,-0.007519,0.194179,0.712999,0.003377,0.014736,2.317703,2.549485,-0.052311,0.116684,0.159672,0.646492,0.013767,4.951303,0.429788,0.14615,-0.223675,0.380858,1.594198,-0.035819,0.048373,0.137433,1.94119,0.0,-0.065593,0.488845,0.268124,-0.121164,2.17567,1.058365,0.202552,-0.051669,-0.087301,0.634963,0.037726,0.131675,-0.132931,-0.037806
train,ikan01,23,-,0.903816,0.0,0.676673,0.032741,-0.094593,0.150103,-0.005361,0.164686,-0.013932,-0.006838,0.078403,0.125649,2.241887,0.570912,0.042062,0.550236,0.623762,-0.014864,-0.002854,2.74741,2.793332,0.125779,-0.006862,0.3434,0.944488,0.021593,4.663978,0.641767,0.234042,-0.13186,0.214597,0.986317,-0.025175,0.059712,0.290373,1.6207,0.0,-0.102706,0.304578,0.115186,-0.11965,1.775135,1.557928,0.504659,0.095608,-0.088916,1.011824,-0.082068,0.264671,-0.066645,0.076731
train,ikan01,23,-,1.043015,-0.000929,0.787969,0.007969,-0.108837,0.151838,-0.006231,0.091503,0.018814,-0.028276,0.017473,0.120166,2.05715,0.57168,-0.030338,0.425595,0.726788,-0.047697,0.0,2.331506,2.917873,0.190829,-0.143366,0.225013,0.876941,-0.00458,4.47549,0.663045,0.170883,-0.157315,0.232197,0.803547,-0.032447,0.033071,0.211274,1.483359,0.0,-0.023321,0.11346,0.134053,-0.136101,1.56241,1.219844,0.541823,0.101636,-0.107221,0.913733,-0.073865,0.26387,-0.119007,0.043165
train,ikan01,23,-,0.956678,0.0,0.647547,0.001521,-0.089576,0.091474,-0.005903,0.165793,-0.009755,-0.021475,0.08017,0.137746,2.122392,0.579446,0.049687,0.510347,0.613944,-0.032712,-3e-05,2.448282,2.877522,0.163138,-0.044223,0.329118,0.945761,0.043707,4.51583,0.565905,0.210518,-0.154432,0.224295,0.794647,-0.01208,0.087332,0.268427,1.611842,0.0,-0.090274,0.271593,0.127491,-0.140077,1.68922,1.399772,0.497421,0.052572,-0.103333,0.924375,-0.081311,0.237609,-0.06077,0.057061
train,ikan01,23,-,1.281743,-0.009962,0.636986,0.118828,0.738854,0.432048,-0.009044,0.106757,-0.040865,-0.013216,0.054308,0.089137,1.754061,0.492736,-0.069409,0.228357,0.752543,-0.049629,0.029654,3.214315,2.391309,0.961753,0.059943,-0.09824,1.022641,-0.02627,3.999331,1.490846,0.255023,-0.244325,0.372491,1.06199,0.032025,0.296259,0.020218,2.374904,0.0,-0.045986,0.018693,1.134157,-0.079428,1.727542,0.929517,0.303087,0.15482,-0.090843,1.070754,-0.035814,0.349921,-0.104599,-0.01217
train,ikan01,23,-,1.503927,-0.000666,1.006539,0.098067,0.497154,0.307898,-0.008125,0.182599,-0.017993,-0.031527,0.089883,0.254264,1.619432,0.550048,-0.043955,0.260092,0.999248,-0.063211,0.010497,2.596288,2.923227,0.846403,-0.068379,0.086646,1.472851,-0.042822,5.115478,1.56257,0.169597,-0.187742,0.51149,1.524976,0.045512,0.138993,0.159105,1.433992,0.0,-0.107749,0.002591,0.940903,-0.161503,2.042724,0.826967,0.146485,0.196931,-0.052862,1.146621,0.088847,0.086411,-0.095056,-0.047029
train,ikan02,01,insang,1.106727,0.235265,1.027372,0.029109,-0.018535,-0.023594,0.496919,0.895595,-0.018248,0.9225,0.14172,0.554526,1.204671,0.07124,-0.001626,0.043784,1.228023,0.17535,0.430539,2.745891,1.671016,0.304991,-0.018644,0.684891,1.048336,0.253231,2.469164,0.105856,0.178733,0.206501,0.962702,0.851701,0.053924,0.7203,-0.026017,1.520133,-0.005844,0.03358,1.578442,0.302735,-0.127447,2.064844,2.503719,0.636272,0.542574,-0.108881,0.848332,0.092499,0.305423,-0.057854,0.208712
