Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F576
train,ikan16,21,-,0.348246,-0.008015,0.227554,-0.05087,0.782217,0.102453,-0.001449,0.443794,-0.032557,0.003079,0.014562,0.155772,3.124147,0.579074,-0.069298,0.410074,1.010099,-0.028412,0.031144,4.373303,2.365215,1.267664,0.269737,-0.129339,1.065721,0.208141,5.262429,1.603006,-0.034023,-0.162274,0.348175,1.528326,0.003865,0.16747,0.559991,2.556132,-0.000549,-0.093076,-0.044722,1.418518,-0.117749,1.24132,1.443144,0.410745,0.279779,-0.082946,1.004358,-0.031,0.068027,-0.082904,0.015837
train,ikan16,23,-,0.271178,-0.023472,0.203474,-0.030348,-0.121423,0.076418,-0.011366,0.321887,-0.011233,-0.010081,0.167067,-0.057552,2.945754,0.215109,0.042886,0.211713,1.469177,0.165624,0.081685,3.423606,2.238956,0.012495,0.342001,0.079538,0.571658,0.157358,4.763458,0.206602,0.143849,-0.096045,0.354828,1.139277,0.06677,-0.046887,0.287962,2.389667,-0.007335,-0.101553,0.467245,0.278412,-0.170884,1.280216,2.122459,0.489347,0.090786,-0.113429,0.850522,0.080858,0.324537,-0.108162,0.151233
train,ikan16,23,-,0.3389,0.0,0.328145,-0.074585,-0.122972,0.088652,0.0,0.669222,-0.028814,-0.001381,0.095508,0.013914,3.327806,1.058721,-0.025368,0.565227,1.306416,0.280226,0.106666,4.899521,2.430219,0.099848,0.230941,0.436,0.900592,0.230644,4.96523,0.824758,0.160411,-0.05357,0.122439,1.09226,-0.034125,-0.051704,0.506151,2.099342,0.0,-0.082203,-0.037196,0.060453,-0.172809,1.571506,2.096972,0.488508,0.015478,-0.159164,1.247097,-0.031346,0.258657,-0.091426,0.171912
train,ikan16,23,-,0.227093,0.0,0.65316,-0.121714,-0.130712,0.015953,0.0,0.323609,-0.02411,-0.018395,0.011566,-0.053175,3.507259,0.83966,-0.063041,0.435198,1.215835,0.097359,0.041759,4.545625,2.708452,0.363254,0.073573,0.337259,0.926718,0.268791,4.916441,0.680987,0.189155,-0.072672,0.275437,0.976869,-0.033493,0.091774,0.2799,1.971022,-0.004667,-0.082558,-0.019872,0.049283,-0.163062,1.767194,1.974797,0.447022,0.069497,-0.144772,1.297626,-0.160368,0.196387,-0.101992,0.312483
train,ikan16,23,-,0.234688,0.0,0.283758,-0.061969,-0.1147,0.048128,0.0,0.648067,-0.03275,0.003677,0.136028,-0.0056,3.555203,0.94378,-0.029848,0.445845,1.160357,0.201174,0.091864,4.684393,2.575787,0.150272,0.340985,0.362455,0.844983,0.281289,4.870839,0.696349,0.180019,-0.058508,0.113669,0.88881,-0.056951,-0.030655,0.411745,2.011425,0.0,-0.071442,-0.059105,0.097514,-0.177295,1.226761,2.256714,0.554919,-0.025952,-0.156738,1.260926,-0.055452,0.340757,-0.100993,0.320256
train,ikan16,23,-,0.044831,-0.022494,0.117893,-0.102149,0.910248,-0.003827,-0.023404,0.285958,-0.05454,-0.014143,0.03322,0.292188,3.247296,0.58589,-0.077203,0.453908,0.381416,0.094631,-0.010914,3.905231,1.111035,1.353182,0.918956,-0.148445,1.474208,0.172465,3.081321,1.419447,0.175168,-0.154759,0.651173,0.39658,0.008767,0.250089,0.288521,2.216759,0.0,-0.042825,0.176075,1.491775,-0.157236,0.823914,2.507757,0.748492,0.350152,-0.071595,1.429509,0.029925,0.371194,0.132161,0.378567
train,ikan16,23,-,0.348246,-0.008015,0.227554,-0.05087,0.782217,0.102453,-0.001449,0.443794,-0.032557,0.003079,0.014562,0.155772,3.124147,0.579074,-0.069298,0.410074,1.010099,-0.028412,0.031144,4.373303,2.365215,1.267664,0.269737,-0.129339,1.065721,0.208141,5.262429,1.603006,-0.034023,-0.162274,0.348175,1.528326,0.003865,0.16747,0.559991,2.556132,-0.000549,-0.093076,-0.044722,1.418518,-0.117749,1.24132,1.443144,0.410745,0.279779,-0.082946,1.004358,-0.031,0.068027,-0.082904,0.015837
train,ikan17,01,insang,0.686925,0.019154,0.367922,0.379869,0.107513,0.220967,0.027177,0.791783,-0.013894,0.430913,0.170097,1.503422,1.231712,0.021454,0.241413,-0.035606,0.445921,0.127026,0.363973,2.329955,1.367001,0.331587,0.235536,-0.082437,0.841025,-0.009515,1.240919,0.776399,0.218873,-0.059096,0.325814,0.420147,-0.105216,0.316864,-0.042105,0.712286,-0.007435,0.050044,2.029936,0.384748,-0.089166,1.705574,0.37674,0.401217,0.462803,-0.070117,0.363666,-0.049394,0.57482,-0.141185,-0.002414
train,ikan17,01,insang,0.659459,-0.059649,0.721318,0.507775,-0.008002,0.02882,-0.026697,0.783077,-0.005848,0.190402,0.044918,1.605574,1.762824,0.424414,0.081846,0.140205,0.537005,0.579188,0.960044,3.790853,1.628586,0.866855,-0.067023,0.020559,1.05973,0.047544,2.178451,1.170841,0.304078,-0.028848,1.210231,0.614822,-0.045703,1.283802,-0.024155,0.758483,0.0,0.393726,1.580398,0.451298,-0.108732,2.558941,0.617836,0.479742,0.528739,-0.137723,0.562672,0.00526,0.436715,-0.100839,-0.017798
train,ikan17,01,insang,0.467886,-0.048593,0.715511,0.436416,-0.034646,0.016757,0.015093,0.847647,-0.009599,0.148568,0.019265,1.902832,1.852845,0.480054,0.063412,0.21008,0.752296,0.410805,0.832433,3.339295,1.88071,0.713881,0.104951,-0.021843,1.115207,0.144092,1.825656,0.838093,0.201835,-0.045644,1.337679,0.328321,-0.003614,1.418026,0.025604,0.724883,0.0,0.272005,1.801138,0.429312,-0.098503,2.196798,0.935814,0.63618,0.701279,-0.10773,0.587636,-0.072522,0.566763,-0.071995,-0.045416
train,ikan17,01,insang,0.619293,-0.045607,0.801885,0.439466,-0.047312,0.016156,-0.001488,0.720144,-0.011677,0.126937,0.015006,1.60148,1.801896,0.479533,0.079086,0.14134,0.609874,0.46639,0.850532,3.641684,1.889678,0.878041,-0.009272,0.007175,1.006347,0.067914,2.210061,1.074648,0.304688,-0.058585,1.226545,0.560144,-0.039433,1.367438,-0.036218,0.769103,0.0,0.36194,1.571534,0.41715,-0.103279,2.311905,0.547933,0.563621,0.472917,-0.141969,0.565789,-0.008957,0.507492,-0.087045,-0.02134
train,ikan17,01,insang,0.678087,0.090936,0.857363,0.45688,0.936815,0.135087,-0.024369,0.750808,-0.017901,0.395685,0.248085,1.536843,1.173121,0.10758,-0.044626,0.402296,0.825816,0.881331,0.250596,3.775962,0.860145,1.10451,0.110865,-0.06064,0.824501,0.082345,1.148598,1.621781,0.003365,-0.064756,1.219524,1.5932,0.346053,0.733278,-0.029734,0.749575,0.0,0.389858,1.853621,1.869401,-0.092887,2.280152,0.666988,0.376502,0.581115,0.427536,0.709232,0.080432,0.524222,-0.017489,-0.012147
train,ikan17,01,insang,0.648202,-0.021406,0.641634,0.314386,0.847181,0.140908,0.053631,0.298466,-0.024582,0.143581,0.028412,1.174137,2.032323,0.077892,-0.001627,0.15188,0.329043,0.269376,-0.002811,4.070831,1.504517,1.025085,-0.009659,0.021238,0.646164,0.057636,1.39859,1.815665,0.030022,-0.1664,1.086372,2.014797,0.096354,1.03414,-0.038783,1.246262,0.000832,0.246781,1.112993,1.958537,-0.033143,2.193928,0.726891,0.307593,0.421619,0.221304,0.713219,0.056158,0.872539,-0.038564,-0.003774
train,ikan17,17,insang,0.186285,-0.036102,0.850205,0.332351,-0.117352,1.150306,0.053803,0.624338,-0.037357,0.358311,0.051617,0.282726,1.371104,-0.023132,0.013826,-0.136093,0.223275,0.198991,0.350095,2.160947,0.670318,-0.005913,0.45677,0.287296,0.461999,-0.053914,3.21435,0.518119,0.371798,-0.031802,0.687583,0.534417,0.308991,-0.016129,-0.029451,2.834963,0.0,0.014734,0.182868,0.227188,-0.142948,1.648109,1.914415,-0.024195,-0.06875,-0.059335,0.821421,-0.021679,0.582016,0.006985,-0.065524
train,ikan17,17,insang,0.180827,-0.041324,0.87518,0.200588,-0.108238,0.026527,0.009889,0.706277,-0.013809,0.338779,-0.016185,0.552579,1.85044,0.470009,0.006194,0.038736,0.616171,0.292322,0.426601,3.163774,1.542902,0.367986,0.468898,0.266606,1.033018,0.211024,3.96797,1.126958,0.241649,0.020862,0.973965,0.524108,0.479442,0.278959,-0.000995,1.863569,0.0,-0.006298,0.518008,0.322439,-0.162904,1.81353,1.990843,-0.000454,-0.034969,-0.092228,0.660526,0.041696,0.812575,-0.047296,0.068081
train,ikan17,17,insang,0.148818,-0.025767,0.784068,0.220116,-0.102795,0.090523,-0.012708,0.689774,-0.02896,0.202617,-0.045442,0.527051,2.356419,0.622598,-0.00976,-0.06498,0.659003,0.271815,0.344273,3.479048,2.258646,0.522939,0.513388,0.246544,1.311477,0.147681,3.930538,0.897015,0.31027,0.04505,0.810097,0.496794,0.337742,0.343208,0.161147,1.74566,0.0,0.105744,0.410533,0.284128,-0.090712,1.467815,2.83269,0.018519,0.005396,-0.123187,0.644931,0.057377,0.697886,0.032113,0.23725
train,ikan17,17,insang,0.314239,-0.032831,1.002365,0.185943,-0.126349,-0.013241,0.00299,0.649849,-0.017412,0.325244,-0.081867,0.599638,1.897129,0.520492,0.004631,-0.025301,0.546178,0.267457,0.386792,3.162405,1.543204,0.428892,0.472409,0.225281,0.955488,0.186671,3.623322,1.12435,0.347549,0.022522,1.060132,0.446884,0.514432,0.273435,-0.013544,1.752986,0.0,-0.016987,0.592033,0.292514,-0.155646,1.736611,2.073721,-0.014091,-0.016737,-0.099578,0.567615,0.018013,0.851467,-0.026843,0.043617
train,ikan17,17,insang,0.52423,0.010177,0.6936,1.108087,0.880854,0.179542,0.048047,0.764681,-0.00751,0.019476,-0.076694,0.827074,1.220983,0.064315,-0.037491,0.073725,1.007567,0.524781,-0.009832,3.143859,1.215842,1.052767,0.080951,0.028478,0.780721,0.159169,2.656996,2.02055,0.295343,-0.108349,0.803918,1.718384,0.296442,0.428897,-0.035096,1.482396,0.0,0.100959,0.594641,1.947249,-0.203967,1.730343,1.151263,0.195016,-0.006097,0.022682,0.571764,0.226521,1.218336,0.116898,-0.01518
train,ikan17,17,insang,0.567105,0.199903,0.529014,0.863167,0.798474,0.229458,-0.027304,0.430083,-0.004286,0.208145,-0.073714,0.856402,1.588621,0.248097,-0.055868,-0.013452,1.09746,0.131181,0.037327,4.197167,1.372803,1.442504,0.169836,-0.047622,0.960278,0.343675,3.518883,2.576684,0.471071,-0.098546,0.698576,1.656738,0.306944,0.482618,-0.04582,1.927199,-0.007539,-0.064021,0.410601,1.987554,-0.10885,2.207928,1.010797,0.031731,0.276649,0.070238,0.633737,0.419651,0.782808,0.097606,-0.004889
train,ikan17,19,insang,0.186285,-0.036102,0.850205,0.332351,-0.117352,1.150306,0.053803,0.624338,-0.037357,0.358311,0.051617,0.282726,1.371104,-0.023132,0.013826,-0.136093,0.223275,0.198991,0.350095,2.160947,0.670318,-0.005913,0.45677,0.287296,0.461999,-0.053914,3.21435,0.518119,0.371798,-0.031802,0.687583,0.534417,0.308991,-0.016129,-0.029451,2.834963,0.0,0.014734,0.182868,0.227188,-0.142948,1.648109,1.914415,-0.024195,-0.06875,-0.059335,0.821421,-0.021679,0.582016,0.006985,-0.065524
train,ikan17,19,insang,0.180827,-0.041324,0.87518,0.200588,-0.108238,0.026527,0.009889,0.706277,-0.013809,0.338779,-0.016185,0.552579,1.85044,0.470009,0.006194,0.038736,0.616171,0.292322,0.426601,3.163774,1.542902,0.367986,0.468898,0.266606,1.033018,0.211024,3.96797,1.126958,0.241649,0.020862,0.973965,0.524108,0.479442,0.278959,-0.000995,1.863569,0.0,-0.006298,0.518008,0.322439,-0.162904,1.81353,1.990843,-0.000454,-0.034969,-0.092228,0.660526,0.041696,0.812575,-0.047296,0.068081
train,ikan17,19,insang,0.148818,-0.025767,0.784068,0.220116,-0.102795,0.090523,-0.012708,0.689774,-0.02896,0.202617,-0.045442,0.527051,2.356419,0.622598,-0.00976,-0.06498,0.659003,0.271815,0.344273,3.479048,2.258646,0.522939,0.513388,0.246544,1.311477,0.147681,3.930538,0.897015,0.31027,0.04505,0.810097,0.496794,0.337742,0.343208,0.161147,1.74566,0.0,0.105744,0.410533,0.284128,-0.090712,1.467815,2.83269,0.018519,0.005396,-0.123187,0.644931,0.057377,0.697886,0.032113,0.23725
train,ikan17,19,insang,0.314239,-0.032831,1.002365,0.185943,-0.126349,-0.013241,0.00299,0.649849,-0.017412,0.325244,-0.081867,0.599638,1.897129,0.520492,0.004631,-0.025301,0.546178,0.267457,0.386792,3.162405,1.543204,0.428892,0.472409,0.225281,0.955488,0.186671,3.623322,1.12435,0.347549,0.022522,1.060132,0.446884,0.514432,0.273435,-0.013544,1.752986,0.0,-0.016987,0.592033,0.292514,-0.155646,1.736611,2.073721,-0.014091,-0.016737,-0.099578,0.567615,0.018013,0.851467,-0.026843,0.043617
train,ikan17,19,insang,0.52423,0.010177,0.6936,1.108087,0.880854,0.179542,0.048047,0.764681,-0.00751,0.019476,-0.076694,0.827074,1.220983,0.064315,-0.037491,0.073725,1.007567,0.524781,-0.009832,3.143859,1.215842,1.052767,0.080951,0.028478,0.780721,0.159169,2.656996,2.02055,0.295343,-0.108349,0.803918,1.718384,0.296442,0.428897,-0.035096,1.482396,0.0,0.100959,0.594641,1.947249,-0.203967,1.730343,1.151263,0.195016,-0.006097,0.022682,0.571764,0.226521,1.218336,0.116898,-0.01518
train,ikan17,19,insang,0.567105,0.199903,0.529014,0.863167,0.798474,0.229458,-0.027304,0.430083,-0.004286,0.208145,-0.073714,0.856402,1.588621,0.248097,-0.055868,-0.013452,1.09746,0.131181,0.037327,4.197167,1.372803,1.442504,0.169836,-0.047622,0.960278,0.343675,3.518883,2.576684,0.471071,-0.098546,0.698576,1.656738,0.306944,0.482618,-0.04582,1.927199,-0.007539,-0.064021,0.410601,1.987554,-0.10885,2.207928,1.010797,0.031731,0.276649,0.070238,0.633737,0.419651,0.782808,0.097606,-0.004889
train,ikan17,21,insang,0.278743,0.00444,0.396729,0.13378,-0.078201,0.189705,0.095625,0.912456,0.045842,0.78326,0.226401,0.945974,1.618876,0.371221,-0.019672,-0.010393,0.665155,0.186381,-0.008569,2.225501,1.22258,0.250313,0.063186,0.360593,0.942158,0.26085,3.279809,0.297507,0.677968,0.026523,0.511443,0.374632,0.275046,0.303505,0.070849,1.21907,-0.005689,0.18226,0.899924,0.186853,-0.141514,1.947868,0.843962,0.418604,0.067716,-0.061484,0.492975,0.05758,0.598804,-0.130773,-0.035372
train,ikan17,21,insang,0.333375,0.739964,1.257266,0.168102,-0.100682,0.012411,0.051558,1.158618,0.150736,0.543515,0.164121,1.012781,1.811222,1.169171,-0.015507,0.456523,1.526181,0.812217,-0.00819,2.886775,1.956576,0.257357,-0.019383,0.704424,1.430259,0.219983,4.632916,1.024862,0.182869,0.060433,1.471164,0.601348,0.322247,0.653508,0.165686,0.943714,0.064518,0.128369,0.808193,0.175273,-0.139657,2.64439,0.867726,0.23055,0.282655,-0.079709,0.75108,0.065585,0.714892,-0.133817,-0.044914
train,ikan17,21,insang,0.049166,0.30861,0.728122,0.136868,-0.126924,-0.030532,-0.030666,1.169575,0.131674,0.352978,0.075831,0.986523,2.285427,0.918952,-0.023925,0.217901,1.174238,0.451552,0.028936,3.559422,1.608388,0.303425,0.033217,0.563137,1.502762,0.326525,3.900744,0.687655,0.290991,0.058896,1.30259,0.557734,0.223174,0.917905,0.511205,1.058928,0.0,0.183345,0.957391,0.12364,-0.157506,2.040422,1.476987,0.230675,0.042093,-0.081989,0.709186,0.061404,0.641432,-0.092383,0.011475
train,ikan17,21,insang,0.270195,0.724922,1.222817,0.105053,-0.102999,0.090991,0.046029,1.199847,0.150438,0.642409,0.134824,0.924656,1.828568,1.044588,-0.023807,0.394101,1.435042,0.866273,-0.012957,2.757946,1.757983,0.266663,-0.009262,0.676582,1.463988,0.315084,4.57599,0.846201,0.21081,0.055508,1.537036,0.569301,0.518213,0.845904,0.172776,0.962553,0.0,0.162972,0.923635,0.177558,-0.148074,2.404254,0.884272,0.282442,0.224101,-0.083566,0.720667,0.119096,0.714216,-0.123767,-0.017184
train,ikan17,21,insang,0.467283,0.057127,1.04409,0.418841,0.699076,0.913622,-0.010124,0.389539,-0.028833,0.338692,0.174836,1.054774,0.928291,0.554429,-0.047278,0.255096,1.355998,0.932914,-0.017631,4.046729,1.412427,1.131562,-0.052114,-0.019782,1.196413,0.118648,2.481195,1.30812,0.12244,-0.093442,1.085332,0.537182,0.430932,1.027056,0.032262,1.379356,-0.00705,0.136627,0.822258,1.59733,-0.144313,1.901521,1.184496,0.602965,0.14303,0.090061,0.630806,0.446109,1.198983,0.076455,0.216032
train,ikan17,21,insang,0.267506,-0.025283,0.665973,0.310313,0.832855,0.122943,-0.03649,0.583938,-0.035831,0.272693,-0.008954,1.078938,1.472596,0.274642,-0.072085,0.131471,0.956996,0.412637,0.194531,4.101739,1.480981,0.801051,-0.021435,0.003466,1.223857,0.477749,2.128896,2.055925,0.093272,-0.11934,1.14876,1.061113,0.737775,1.01555,0.136974,1.320505,-0.007652,0.184884,0.462108,1.816324,-0.123186,1.861463,1.047236,0.378013,0.171213,0.075315,0.808604,0.622113,1.019633,0.015398,0.051647
train,ikan17,23,insang,0.278743,0.00444,0.396729,0.13378,-0.078201,0.189705,0.095625,0.912456,0.045842,0.78326,0.226401,0.945974,1.618876,0.371221,-0.019672,-0.010393,0.665155,0.186381,-0.008569,2.225501,1.22258,0.250313,0.063186,0.360593,0.942158,0.26085,3.279809,0.297507,0.677968,0.026523,0.511443,0.374632,0.275046,0.303505,0.070849,1.21907,-0.005689,0.18226,0.899924,0.186853,-0.141514,1.947868,0.843962,0.418604,0.067716,-0.061484,0.492975,0.05758,0.598804,-0.130773,-0.035372
train,ikan17,23,insang,0.333375,0.739964,1.257266,0.168102,-0.100682,0.012411,0.051558,1.158618,0.150736,0.543515,0.164121,1.012781,1.811222,1.169171,-0.015507,0.456523,1.526181,0.812217,-0.00819,2.886775,1.956576,0.257357,-0.019383,0.704424,1.430259,0.219983,4.632916,1.024862,0.182869,0.060433,1.471164,0.601348,0.322247,0.653508,0.165686,0.943714,0.064518,0.128369,0.808193,0.175273,-0.139657,2.64439,0.867726,0.23055,0.282655,-0.079709,0.75108,0.065585,0.714892,-0.133817,-0.044914
train,ikan17,23,insang,0.049166,0.30861,0.728122,0.136868,-0.126924,-0.030532,-0.030666,1.169575,0.131674,0.352978,0.075831,0.986523,2.285427,0.918952,-0.023925,0.217901,1.174238,0.451552,0.028936,3.559422,1.608388,0.303425,0.033217,0.563137,1.502762,0.326525,3.900744,0.687655,0.290991,0.058896,1.30259,0.557734,0.223174,0.917905,0.511205,1.058928,0.0,0.183345,0.957391,0.12364,-0.157506,2.040422,1.476987,0.230675,0.042093,-0.081989,0.709186,0.061404,0.641432,-0.092383,0.011475
train,ikan17,23,insang,0.270195,0.724922,1.222817,0.105053,-0.102999,0.090991,0.046029,1.199847,0.150438,0.642409,0.134824,0.924656,1.828568,1.044588,-0.023807,0.394101,1.435042,0.866273,-0.012957,2.757946,1.757983,0.266663,-0.009262,0.676582,1.463988,0.315084,4.57599,0.846201,0.21081,0.055508,1.537036,0.569301,0.518213,0.845904,0.172776,0.962553,0.0,0.162972,0.923635,0.177558,-0.148074,2.404254,0.884272,0.282442,0.224101,-0.083566,0.720667,0.119096,0.714216,-0.123767,-0.017184
train,ikan17,23,insang,0.467283,0.057127,1.04409,0.418841,0.699076,0.913622,-0.010124,0.389539,-0.028833,0.338692,0.174836,1.054774,0.928291,0.554429,-0.047278,0.255096,1.355998,0.932914,-0.017631,4.046729,1.412427,1.131562,-0.052114,-0.019782,1.196413,0.118648,2.481195,1.30812,0.12244,-0.093442,1.085332,0.537182,0.430932,1.027056,0.032262,1.379356,-0.00705,0.136627,0.822258,1.59733,-0.144313,1.901521,1.184496,0.602965,0.14303,0.090061,0.630806,0.446109,1.198983,0.076455,0.216032
train,ikan17,23,insang,0.267506,-0.025283,0.665973,0.310313,0.832855,0.122943,-0.03649,0.583938,-0.035831,0.272693,-0.008954,1.078938,1.472596,0.274642,-0.072085,0.131471,0.956996,0.412637,0.194531,4.101739,1.480981,0.801051,-0.021435,0.003466,1.223857,0.477749,2.128896,2.055925,0.093272,-0.11934,1.14876,1.061113,0.737775,1.01555,0.136974,1.320505,-0.007652,0.184884,0.462108,1.816324,-0.123186,1.861463,1.047236,0.378013,0.171213,0.075315,0.808604,0.622113,1.019633,0.015398,0.051647
train,ikan17,01,mata,0.407942,0.054202,-0.008814,0.06691,-0.042065,-0.062299,-0.029969,0.133904,0.045418,0.232885,0.20969,0.101969,1.638067,-0.006665,-0.02074,-0.041526,-0.077904,-0.020438,-0.008813,1.555104,3.857641,0.059931,0.416623,0.1069,1.331619,0.041386,1.389608,0.405538,0.102622,0.160125,0.052765,0.41506,0.014276,0.197197,0.123414,1.877972,0.0,0.003416,0.448723,0.535819,-0.120518,0.422038,2.479916,0.369256,0.131115,-0.064073,1.487822,-0.097286,0.732513,-0.13464,0.141752
train,ikan17,01,mata,0.714124,-0.049958,0.29251,0.12014,-0.071207,0.01208,-0.029422,0.127608,-0.018666,0.783068,-0.005825,0.069067,2.177434,0.17334,-0.033895,-0.055415,0.035212,-0.097953,-0.004231,2.400875,5.141476,0.341613,0.116253,0.215625,1.865289,0.287255,1.721174,1.087975,0.09687,0.055968,0.184776,0.706051,0.083304,0.367729,0.154668,1.866152,0.0,0.105842,0.298276,0.433717,-0.123768,1.065113,2.517781,0.589615,0.080175,-0.081392,1.700171,-0.016352,0.978734,-0.148371,0.014013
train,ikan17,01,mata,0.372245,-0.048413,0.564302,0.043638,-0.055537,0.066904,-0.029992,0.127682,-0.044082,0.51954,0.088392,0.042362,2.366435,-0.003549,-0.074198,0.22581,-0.025981,-0.063891,-0.009179,2.44218,4.909316,0.523679,0.046599,0.161183,2.14485,0.184632,1.311706,1.040007,0.08422,0.001262,0.184112,0.192138,0.01239,0.386206,0.154685,2.133458,0.0,-0.006562,0.240575,0.365586,-0.16894,0.769735,2.124418,0.454842,0.037914,0.009793,1.917176,-0.091282,1.053843,-0.122118,0.167347
train,ikan17,01,mata,0.691035,-0.047152,0.346346,0.032487,-0.069966,0.031136,-0.023869,0.109331,-0.020775,0.636932,0.012317,0.107247,2.202934,0.166281,-0.043282,-0.098271,0.017806,-0.096365,-0.004476,2.409561,5.402061,0.393131,0.07386,0.22209,1.803701,0.241014,1.700439,1.100467,0.104683,0.033176,0.138283,0.590436,0.075293,0.44943,0.162132,1.879879,0.0,0.09364,0.192286,0.399079,-0.136192,0.851667,2.475478,0.519852,0.096626,-0.063518,1.602067,-0.068508,0.91775,-0.132719,0.044837
train,ikan17,01,mata,0.386581,-0.016238,0.562004,0.206093,0.91767,1.198911,-0.026351,0.127732,-0.027264,0.754796,0.191169,0.099683,1.975366,-0.058417,-0.099807,0.070763,-0.086011,-0.018028,-0.013621,3.300169,3.835478,1.23242,0.03071,0.133326,2.011528,0.267937,1.40464,2.508677,0.100217,-0.136757,0.042454,1.783935,0.056601,0.227878,0.210575,1.884903,0.0,-0.035968,0.111034,1.193946,-0.095376,1.145245,1.198988,0.579833,0.264244,0.14096,1.445372,0.128807,1.094188,-0.079422,0.047255
train,ikan17,01,mata,0.136106,-0.034192,0.844749,0.231495,0.854187,0.359236,-0.007061,0.087678,-0.049875,0.942258,0.226379,0.501276,2.11262,-0.055643,-0.036289,-0.109216,0.052709,0.000815,0.031083,3.441161,3.827766,1.063175,0.511134,-0.106932,2.265935,-0.022387,0.540792,2.493449,-0.038134,-0.198271,0.291199,1.573066,0.039555,0.431605,0.056416,2.187872,0.0,0.291895,0.607585,1.66916,-0.105616,0.344055,2.003013,0.402612,0.573835,0.487773,1.564744,-0.058731,0.684786,-0.059649,-0.006417
train,ikan17,17,mata,0.603576,-0.01069,0.385364,0.444003,0.032101,0.074249,-0.043086,0.146877,-0.016778,-0.018017,0.119214,0.035401,1.80761,0.016628,0.072837,-0.045875,0.240096,-0.033833,0.049928,1.769237,3.651283,0.656399,1.07922,0.016977,1.800761,0.069258,1.779163,0.356294,0.21847,0.035429,0.103116,0.50793,-0.031623,0.223731,0.15642,1.379289,0.0,0.07703,0.535214,0.221972,-0.019757,1.035039,0.748144,0.116115,0.105146,-0.03662,1.085094,-0.098619,1.042711,-0.05333,-0.03575
train,ikan17,17,mata,0.440777,-0.001688,0.286892,0.485509,-0.051616,0.296356,-0.022055,0.194247,-0.033566,0.286512,0.144416,0.055618,2.066267,0.063944,-0.002984,0.196966,0.292283,-0.03796,0.039862,3.2541,4.629873,1.231369,0.297477,0.109662,2.746378,0.22013,2.562877,1.292536,0.287083,0.033392,0.196762,0.231248,-0.041196,0.316625,0.141135,1.295057,0.0,0.119073,0.203361,0.273077,-0.072024,1.301339,0.658063,0.433278,-0.033487,0.018622,1.44147,-0.100009,1.439137,-0.088157,-0.063266
train,ikan17,17,mata,0.479069,0.0,0.307412,0.642492,-0.044454,0.142107,-0.008801,0.160641,-0.031357,0.366681,0.288563,0.049492,1.38566,0.02351,-0.044826,0.003303,0.45905,-0.064308,0.068877,2.51943,3.90808,0.810077,0.297602,0.064696,2.668824,0.06186,2.079165,0.825027,0.128836,-0.02672,0.334507,0.137686,-0.016616,0.317574,0.099481,1.049827,-0.0076,0.133856,0.754272,0.20473,-0.094119,0.971665,1.397114,0.417301,-0.034807,-0.040584,1.486686,0.000306,1.558185,-0.022623,-0.069721
train,ikan17,17,mata,0.425502,-0.001682,0.306298,0.435291,-0.043993,0.359504,-0.02269,0.169088,-0.040802,0.234033,0.147927,0.040077,2.000261,0.086568,0.002174,0.169599,0.328389,-0.044319,0.008272,2.960281,4.570778,1.217015,0.347827,0.062992,2.607066,0.205836,2.386197,1.1298,0.380506,0.035582,0.174869,0.132535,-0.050711,0.362599,0.147785,1.110136,0.0,0.104955,0.271281,0.290204,-0.066168,1.233173,0.595522,0.420076,-0.010424,0.011718,1.371989,-0.107413,1.504763,-0.043877,-0.062281
train,ikan17,17,mata,0.342758,-0.032419,0.108121,0.754996,0.87602,0.5765,-0.023588,0.095304,-0.042913,0.480922,0.292538,0.441992,1.811071,0.047416,-0.048256,0.282155,-0.070829,-0.021054,0.026687,2.958452,2.56063,1.555778,0.473125,-0.033215,2.339959,0.210017,0.972364,2.489174,0.101304,-0.149187,0.011768,0.526529,0.184181,0.034484,-0.050696,1.76107,0.0,-0.017265,0.11128,1.449651,-0.102779,0.688302,1.897935,0.46262,0.523917,0.241854,1.84403,-0.050752,1.635357,0.132157,0.080772
train,ikan17,17,mata,0.224022,-0.027884,0.258603,0.802698,0.838513,0.973266,-0.012359,0.128692,-0.026532,0.288031,0.359409,0.167175,1.516969,-0.039535,-0.019438,-0.004435,-0.038994,0.01043,0.052065,3.511964,2.953832,1.51172,0.399011,-0.155061,2.413963,0.191024,0.742956,2.131488,-0.052561,-0.131232,0.120033,0.834804,0.023371,0.261115,0.025405,1.424506,0.190741,0.156543,0.247294,1.467715,-0.016166,0.362085,1.579915,0.436209,0.523418,0.240905,1.91984,0.022323,1.173994,0.207242,0.00759
